TrainTime	AvgFidelity	NumQubits	Iterations	EntanglementType	NumLayers	BestParameters
361.33407521247864	0.4159441855065854	4	50	linear	3	"[[[ 0.16307482 -0.90907818]
  [ 0.92765136 -1.26503957]
  [ 1.2433877  -1.57079633]]

 [[ 1.53996977 -2.22906693]
  [ 1.93446389 -2.79247784]
  [-1.75627026  2.67794504]]

 [[-0.02795951  1.70665273]
  [ 0.50298426  1.30374348]
  [-2.1854122   0.78539816]]

 [[ 2.57384148  1.72802782]
  [ 0.76283132 -0.97107311]
  [-2.78412967  3.14159265]]]"
507.6131739616394	0.49358877645395927	4	50	linear	4	"[[[-1.7783026  -0.66420696]
  [-2.29416351 -3.05031309]
  [ 0.4045744  -0.31561489]
  [-1.36689477 -1.57079633]]

 [[-2.22414382 -1.74261422]
  [ 0.18330757  0.70502057]
  [-1.97847588  1.39333344]
  [ 0.94952849  0.40489179]]

 [[ 0.95259483 -0.39045087]
  [-2.55447738 -1.97215648]
  [-0.0666451  -0.78871977]
  [ 1.3106426   0.78539816]]

 [[ 1.89584215  0.91196251]
  [ 1.74791092 -1.38097984]
  [ 0.16565757  0.3919321 ]
  [ 2.25074215 -1.57079633]]]"
669.1443209648132	0.6911392397715536	4	50	linear	5	"[[[-1.33892626 -1.38512451]
  [ 1.72408014 -2.21815524]
  [ 1.96756474 -2.63536144]
  [-1.41500075  0.14493277]
  [-1.57000745  2.35619449]]

 [[-1.50474694 -0.19223373]
  [ 1.02243995 -2.30889739]
  [-1.85812651  0.73992388]
  [ 2.54621893  2.21387296]
  [-1.04210645  3.14159265]]

 [[-1.92632745  0.4110043 ]
  [-2.77599198  3.05526452]
  [ 1.80763594  1.03457491]
  [ 2.93728897 -0.87833872]
  [-2.22489033 -2.35619449]]

 [[-0.81064318  2.0538975 ]
  [ 2.56895427  1.21754088]
  [-3.11271862 -2.8273521 ]
  [-1.82478774  2.23914607]
  [-2.07914164  0.        ]]]"
516.6348490715027	0.6484324358538595	4	50	linear	4	"[[[-0.33910239 -2.04191573]
  [ 2.54973882 -0.03467166]
  [ 0.51698292 -2.92487662]
  [-2.13706908 -1.57079633]]

 [[-2.75318071 -2.94577752]
  [-2.24303352  0.45614404]
  [ 0.89645966  2.75023466]
  [-2.16622655  2.35619449]]

 [[-0.14617697 -0.50012778]
  [ 2.92653535 -0.24528974]
  [-0.42452942 -1.30847193]
  [-1.45419761 -2.35619449]]

 [[-1.63766174 -2.52830005]
  [-0.83328882  2.25494198]
  [ 2.35375459  0.13744122]
  [-2.186878   -0.78539816]]]"
675.6991963386536	0.66964790671903	4	50	linear	5	"[[[-1.84419862 -2.31755659]
  [ 3.06622834  0.74696273]
  [-1.68896589  1.84112343]
  [ 0.61081898 -2.99087924]
  [ 0.61487298  3.14159265]]

 [[-2.68814413 -2.87756745]
  [-0.3984687  -1.80544467]
  [ 2.79743887 -2.81308209]
  [ 2.082498   -0.14079886]
  [ 2.31322509  0.        ]]

 [[ 2.01522842  1.0428939 ]
  [ 2.34754833 -2.29759616]
  [-1.15495423 -2.56545174]
  [-0.5941322   2.06567197]
  [ 2.58732565  0.78539816]]

 [[-2.06079366 -2.64595451]
  [-1.18938382  1.12601517]
  [-2.52864808 -0.76060853]
  [-3.13354789 -2.35578799]
  [-0.35945273 -1.57079633]]]"
855.5047872066498	0.7536835447300544	4	50	linear	6	"[[[-1.40055723  0.52967206]
  [-0.57542126 -0.28055509]
  [-2.6128244   0.14145739]
  [-0.81551739  3.08342922]
  [ 1.66627417  1.35000318]
  [-1.88706226  0.78539816]]

 [[-1.57854325  1.65368769]
  [-1.63236534  0.61981063]
  [-2.97576295  3.09188839]
  [-2.05145296 -1.75304356]
  [-2.78798794  1.40920098]
  [-1.80680281 -0.32175055]]

 [[ 1.00642865 -0.14688661]
  [-1.05499575  0.35273586]
  [-1.56928477 -0.95983103]
  [-0.18618459 -0.40934506]
  [ 2.84597637 -0.88927942]
  [ 2.021376    3.14159265]]

 [[-2.12912454  1.79318969]
  [-1.59984598  0.96686031]
  [ 2.16524991 -0.13775234]
  [ 0.05853557 -1.95988287]
  [-1.95063943  1.8827145 ]
  [ 0.82644331 -1.57079633]]]"
1028.7634418010712	0.805417980161161	4	50	linear	7	"[[[ 2.57221665  1.42428772]
  [ 1.97611284 -2.3401156 ]
  [ 2.23467174 -0.08465791]
  [ 1.25318657  0.62127196]
  [-1.68469016 -0.79109486]
  [ 0.48529703  2.27051455]
  [-1.107717   -1.57079633]]

 [[-2.37123927  2.78846528]
  [ 2.35652091 -0.7064455 ]
  [ 1.73076961 -2.56032847]
  [-2.97427416  1.839854  ]
  [ 2.3339906  -3.13619023]
  [-1.48821718 -0.5672826 ]
  [-0.95720373 -2.35619449]]

 [[ 0.92316386  0.20124141]
  [ 2.80365002  1.87373821]
  [-1.01221825  1.31889854]
  [-1.5612131  -1.31655628]
  [-0.28340122 -2.31642899]
  [ 2.73135666  1.56876276]
  [ 1.96093083  0.        ]]

 [[-2.5990108   0.17755682]
  [ 0.65977747  0.79271005]
  [ 0.93703704 -2.73812241]
  [-0.24438289 -2.29592303]
  [-0.45064575 -1.85209047]
  [-1.03454492 -0.79350632]
  [-0.43350629  0.78539816]]]"
77.38891696929932	0.275	4	50	ddql_bc	1	"[[[-1.22614901e+00 -1.87016256e+00  1.10714872e+00]]

 [[ 1.36082281e+00  2.32394761e+00  6.35026735e-01]]

 [[-2.96692045e+00 -6.66133815e-16  2.44485037e+00]]

 [[ 2.19959261e+00 -2.46685171e+00 -3.14159265e+00]]]"
163.49760794639587	0.46499999999999997	4	50	ddql_bc	2	"[[[ 2.19520668  1.9311543   1.11395133]
  [ 1.0664189   1.57788841 -1.10714872]]

 [[ 1.6672701  -0.48769795 -1.76284434]
  [-3.02938984 -1.90911995  2.04057883]]

 [[-2.92134393  1.39712513 -1.8705724 ]
  [ 1.39216532 -2.43068328  1.02323409]]

 [[ 0.11065722 -2.16349373  2.52134317]
  [-1.63918267  1.30454428 -2.91479381]]]"
253.0100929737091	0.47250000000000003	4	50	ddql_bc	3	"[[[ 2.1498706   1.22149369 -1.96787577]
  [-1.45080812  1.19736769 -0.31038741]
  [-1.5256657   0.14784937  0.52479577]]

 [[ 3.05201268  0.93804749  0.66320299]
  [-3.09995007  2.1064197  -0.9702552 ]
  [-3.03227412  2.78282198  0.12921945]]

 [[ 0.28190455 -1.27808325  1.66970912]
  [ 1.69515132  1.45700432  0.23949927]
  [-0.08057054 -2.57486344  2.827972  ]]

 [[-0.78539816 -1.90057884 -0.1798535 ]
  [-1.9337221  -3.11937409 -3.01723766]
  [ 0.02824108  1.67387794 -3.14159265]]]"
356.36468601226807	0.5875	4	50	ddql_bc	4	"[[[-0.2802314   3.00141381  1.90703862]
  [ 0.47004411 -1.69911955 -2.22936221]
  [-2.29377568 -1.48013644  0.15913673]
  [ 1.26091465 -0.57283135 -3.01189012]]

 [[ 1.72217177  2.03204586  2.80685582]
  [-1.13290415  2.44685438  1.73130825]
  [ 2.19672112 -0.51029679 -0.9934543 ]
  [ 1.28422187 -1.43772906  0.84502888]]

 [[-0.78539816 -2.60478977  1.01768715]
  [-2.20238034  1.00589192  1.5645071 ]
  [ 1.32268288  1.8471236   1.8635094 ]
  [ 1.86178736  2.58829833 -2.0955921 ]]

 [[ 0.74375558  0.48562209 -2.96399649]
  [ 0.25981437  0.5377168  -0.34555558]
  [-2.15746382 -0.78539816 -0.14189705]
  [-3.07887309 -2.12510382 -2.02509841]]]"
78.11222100257874	0.2625	4	50	linear	1	"[[[ 1.37874831  2.65469342 -3.14159265]]

 [[-2.27305326 -1.735945   -3.05845142]]

 [[ 0.67866249 -0.78539816  1.735945  ]]

 [[ 0.54985318  2.94419709 -2.70496549]]]"
324.9611887931824	0.4775	4	100	ddql_bc	2	"[[[ 2.06114382 -0.99079355 -1.72116775]
  [ 2.24553727  1.76112487 -2.15879893]]

 [[ 2.54521504 -0.78539816 -1.59479172]
  [-0.37796831 -1.75064983 -2.12645274]]

 [[ 0.31227217  1.67960853 -1.89254688]
  [ 1.9523347  -2.70580161  1.38105368]]

 [[-2.85013586 -1.15374708  2.9996956 ]
  [-1.44812767  2.93256971 -2.8717435 ]]]"
508.75749707221985	0.57	4	100	ddql_bc	3	"[[[ 0.80745341  1.97879852 -0.89782529]
  [ 1.44716966  1.5605926  -2.35619449]
  [ 2.00562708  2.00258221  2.91479381]]

 [[-0.717832   -1.25292172  1.70296921]
  [ 0.74432538  0.94295973 -1.17190447]
  [ 0.48562209 -1.90785181 -2.20354516]]

 [[ 0.69287954 -0.21979507  3.12464512]
  [ 2.59934834 -2.5383628  -2.01913901]
  [-1.31146458 -2.78343435  1.27835334]]

 [[-2.3267912  -2.02845598 -3.14159265]
  [-2.54981648  1.63055415 -2.15879893]
  [-1.12042227  0.38050638 -2.763826  ]]]"
1720.5240359306335	0.5725	4	100	ddql_bc	4	"[[[ 1.94856298  1.9608444   0.38050638]
  [ 0.71294457  2.05769556 -0.67712757]
  [ 1.37978366 -1.91556913  1.52880422]
  [-1.86081151  2.5175696   1.84380503]]

 [[ 2.88426894 -1.00021356 -1.36775111]
  [-1.03450051 -1.11949377  1.32095547]
  [-0.12859675 -1.69413403  1.79049302]
  [ 0.42934734 -0.25326577  1.66694564]]

 [[-2.77788201 -1.92261301  2.17353988]
  [ 1.3329604  -2.99037496  2.12160121]
  [-1.28761185 -1.69927137 -0.92639188]
  [-2.38339866  2.70918488  3.02780065]]

 [[-2.20730454  2.71224531 -0.19739556]
  [-1.09849093 -2.21429744 -0.8685394 ]
  [ 2.57967109 -2.39783707  2.64424994]
  [-0.23651454 -2.1662062  -2.50508444]]]"
328.2814269065857	0.4775	4	100	ddql_bc	2	"[[[ 2.06114382 -0.99079355 -1.72116775]
  [ 2.24553727  1.76112487 -2.15879893]]

 [[ 2.54521504 -0.78539816 -1.59479172]
  [-0.37796831 -1.75064983 -2.12645274]]

 [[ 0.31227217  1.67960853 -1.89254688]
  [ 1.9523347  -2.70580161  1.38105368]]

 [[-2.85013586 -1.15374708  2.9996956 ]
  [-1.44812767  2.93256971 -2.8717435 ]]]"
511.5950810909271	0.57	4	100	ddql_bc	3	"[[[ 0.80745341  1.97879852 -0.89782529]
  [ 1.44716966  1.5605926  -2.35619449]
  [ 2.00562708  2.00258221  2.91479381]]

 [[-0.717832   -1.25292172  1.70296921]
  [ 0.74432538  0.94295973 -1.17190447]
  [ 0.48562209 -1.90785181 -2.20354516]]

 [[ 0.69287954 -0.21979507  3.12464512]
  [ 2.59934834 -2.5383628  -2.01913901]
  [-1.31146458 -2.78343435  1.27835334]]

 [[-2.3267912  -2.02845598 -3.14159265]
  [-2.54981648  1.63055415 -2.15879893]
  [-1.12042227  0.38050638 -2.763826  ]]]"
848.2817761898041	0.5725	4	100	ddql_bc	4	"[[[ 1.94856298  1.9608444   0.38050638]
  [ 0.71294457  2.05769556 -0.67712757]
  [ 1.37978366 -1.91556913  1.52880422]
  [-1.86081151  2.5175696   1.84380503]]

 [[ 2.88426894 -1.00021356 -1.36775111]
  [-1.03450051 -1.11949377  1.32095547]
  [-0.12859675 -1.69413403  1.79049302]
  [ 0.42934734 -0.25326577  1.66694564]]

 [[-2.77788201 -1.92261301  2.17353988]
  [ 1.3329604  -2.99037496  2.12160121]
  [-1.28761185 -1.69927137 -0.92639188]
  [-2.38339866  2.70918488  3.02780065]]

 [[-2.20730454  2.71224531 -0.19739556]
  [-1.09849093 -2.21429744 -0.8685394 ]
  [ 2.57967109 -2.39783707  2.64424994]
  [-0.23651454 -2.1662062  -2.50508444]]]"
2002.7987701892853	0.605	4	100	ddql_bc	5	"[[[-0.42466028 -1.06795312  1.51666208]
  [ 0.59959629 -1.65471095 -0.06785682]
  [ 1.46351747 -0.79135047 -1.64756822]
  [-0.59289653  0.37744204  2.04783599]
  [-2.75931008 -2.07789483  2.12510382]]

 [[-2.62438327 -1.77183486 -1.59184585]
  [-1.76641884 -0.12774099  1.33043657]
  [-1.76637701 -3.01723766 -1.51871078]
  [-3.02780065  1.72147793  1.67229816]
  [-1.2349622   2.04754362  2.61351821]]

 [[-0.09360322  1.50114175  2.05769556]
  [-2.84199038 -1.31286875 -1.86015081]
  [ 2.33790385 -0.19739556  2.71142535]
  [-2.14066033 -0.94801199  2.50973827]
  [ 0.35425942 -2.2120401   1.78360492]]

 [[-0.77151017  2.6036484   3.14159265]
  [-0.45066133 -1.11444786 -1.46013911]
  [-2.87212    -2.57562505 -2.74680153]
  [-1.14646592 -2.45729786 -2.8198421 ]
  [-2.51695723  0.78539816 -2.49809154]]]"
816.1980481147766	0.4875	4	250	ddql_bc	2	"[[[ 2.24005286 -1.332187   -1.73487089]
  [ 2.30993123  1.93902501 -1.80453951]]

 [[ 2.92916063 -0.5310301  -1.37340077]
  [-0.89179102 -1.95697372 -1.95496569]]

 [[ 0.37359086  1.57919949 -1.99518919]
  [ 1.78188966  0.64595811 -1.22273606]]

 [[-2.5405189  -1.00103987  2.66207336]
  [-1.53466748  0.28255495 -2.41495031]]]"
1267.7539222240448	0.5675	4	250	ddql_bc	3	"[[[ 1.26460872 -1.37557468 -2.58628064]
  [-1.41237185  1.47916178 -1.09694499]
  [ 0.96584619  1.88901333 -2.35619449]]

 [[ 2.66248236 -1.74716248 -1.06919227]
  [-0.52644525  1.0832012   2.10070833]
  [ 2.48828794  0.73945351  2.28333101]]

 [[ 0.57750824 -2.57374861  0.34369061]
  [-2.51880832 -0.16219883 -1.85612575]
  [ 0.78539816 -1.8433442  -1.40196442]]

 [[ 0.39608144 -2.52258079  0.85670563]
  [ 1.86929526 -2.56728782  0.19739556]
  [ 3.04840539 -2.35619449 -2.88226091]]]"
1758.173182964325	0.5975	4	250	ddql_bc	4	"[[[-1.08052063e+00 -1.90268167e+00  2.51773741e+00]
  [ 1.64579987e+00  1.03436087e+00  2.73523888e+00]
  [-2.90987581e+00  8.62170055e-01 -1.23317409e+00]
  [-1.14675503e+00  2.21529048e+00 -2.44978663e-01]]

 [[-1.44644133e+00  2.90834748e+00  1.71269338e+00]
  [ 2.00674321e+00  1.73765149e+00 -1.56059260e+00]
  [-2.78964993e+00 -9.98602683e-01  4.16702261e-01]
  [-7.91808332e-01  6.86709903e-01 -2.14179902e+00]]

 [[-3.04934421e+00  8.57216876e-01 -2.34081109e+00]
  [ 1.36677835e+00 -2.03833239e-01  8.65228149e-01]
  [ 2.55177517e+00  1.98023354e+00 -1.32985533e+00]
  [ 2.08604129e+00  2.71164015e+00  1.54732646e+00]]

 [[ 2.06925574e+00  5.32132397e-01  2.15879893e+00]
  [ 7.50528582e-01  8.58809511e-02  1.55431223e-15]
  [ 1.34089190e+00  2.25860340e+00  7.85398163e-01]
  [ 1.53491430e+00  2.35619449e+00 -2.76108628e+00]]]"
29108.591830015182	0.6124999999999999	4	250	ddql_bc	5	"[[[-2.91021019  0.56524883  1.86094821]
  [ 0.47988748 -1.11427449  2.72047258]
  [-1.84642577  1.4198789  -0.89186429]
  [ 1.27019066  1.49261499  1.37340077]
  [-1.15761089  1.47584462  2.90474389]]

 [[-0.27562944 -2.54539351 -1.6202609 ]
  [-3.11486105  2.78224227 -2.13184782]
  [-2.42458083  2.24159096 -1.61663575]
  [-0.17268149 -0.29803958  2.15879893]
  [-2.41784466  0.0434509  -2.78860227]]

 [[ 1.9794148  -2.21723572  1.73263376]
  [-2.85874462  2.48497423 -1.56153733]
  [ 1.86335809  2.16007282  1.68763267]
  [ 2.76742103 -0.19739556 -0.98685324]
  [ 2.89785932  0.36397896 -3.02909889]]

 [[-1.58299084  1.45700432 -1.69515132]
  [-2.56892627  0.88298926 -0.70225693]
  [ 0.14189705 -0.96902049  2.21429744]
  [-1.36259038 -2.30361143  0.98279372]
  [-0.08314123 -0.26625205 -1.92378671]]]"
4041.647875070572	0.895	4	250	linear	8	"[[[ 1.06369782 -0.16317044 -1.16590454]
  [ 2.04268551  1.18563882 -0.32175055]
  [-0.98001852 -1.638143    2.20354516]
  [ 1.98827215  0.3175489  -3.03093543]
  [ 0.98545094 -0.03723207 -2.62244654]
  [ 1.80533696 -2.39291267  2.85554121]
  [ 1.27463434 -3.02079636 -2.85554121]
  [-0.69283641  0.88506682  0.        ]]

 [[ 2.50592743 -2.45168859  0.78539816]
  [-1.89984602 -3.13833534  2.63449415]
  [-2.22579118  0.62024949  1.76819189]
  [-0.59540988  0.93153505  0.35877067]
  [-3.06719605  2.24885008  2.25652584]
  [ 1.87403048 -0.08859271  2.11121583]
  [ 1.83704838  3.06663455  2.13752554]
  [ 0.75740548  1.64756822  1.19028995]]

 [[ 0.07152885 -1.4868817   2.55359005]
  [-2.48759162 -0.35943468  2.35619449]
  [-0.30559397  2.05583105 -1.62955215]
  [ 2.97085744 -0.26310576  1.57079633]
  [-2.8674252   2.79646506 -2.35619449]
  [ 1.75124436 -0.84496065  2.78282198]
  [-1.68738233 -2.59803345 -2.35619449]
  [-2.4298316   2.76108628  1.64756822]]

 [[ 0.31194695 -2.90347887  0.56672922]
  [ 0.34174789 -1.81263528  2.19104581]
  [-1.86084109 -0.40002169 -0.87605805]
  [-0.96124877 -1.48227091 -2.35619449]
  [-0.99945885 -2.68095708 -0.14189705]
  [-2.76108628  2.79555538 -0.56672922]
  [ 0.86483266  1.01504061  3.14159265]
  [ 0.66596924  0.8685394  -1.1978086 ]]]"
4695.969606161118	0.9425000000000001	4	250	linear	9	"[[[ 0.64466797  1.27250717  0.62024949]
  [ 2.25602833  3.1030361   2.0647377 ]
  [-2.36929418  2.08023401 -2.03444394]
  [-1.94972955 -0.81844398  2.35619449]
  [-2.20867952 -0.07304057 -2.77441882]
  [ 1.54486554  0.39224424  0.06656816]
  [ 1.08874589  0.50441611 -0.32175055]
  [-1.84650436 -2.35619449  3.14159265]
  [ 1.8705724  -0.38687572 -1.62337939]]

 [[ 0.04298426 -1.6139971   1.57079633]
  [ 2.25697387 -0.98279372 -0.07677189]
  [-2.5410815   2.55741412  0.32175055]
  [-2.37711194  2.2574179   1.71269338]
  [ 0.30373449 -0.16373824  0.05258306]
  [ 2.30384063 -2.95559556  0.22679885]
  [-0.45675117  1.32821191 -3.05845142]
  [-1.91177528 -0.82686815  1.10714872]
  [ 2.28003685  0.29145679  2.8198421 ]]

 [[ 2.61031924  0.35144479  3.01723766]
  [-0.44949154 -2.94419709  2.69921843]
  [ 2.15479575  1.14564231  0.14189705]
  [-0.25044309  3.11335158  2.90784947]
  [-3.08114764  2.41472132 -3.05093277]
  [-2.66287081  3.03405457  3.14159265]
  [ 1.8224863  -0.58871233  2.8198421 ]
  [-0.09355983  2.06661105  2.35619449]
  [-1.460761    0.14189705 -2.55359005]]

 [[ 1.68145355  0.89246381 -2.71496516]
  [-1.74648101  1.59749621  0.78539816]
  [ 0.11192224 -0.58710413 -1.89254688]
  [-2.84615182  0.64787882  2.89661399]
  [-1.61674098 -1.63513318  2.86329299]
  [-2.02028787 -2.92525199  1.51821327]
  [ 1.74347782 -2.50255082 -0.68052122]
  [ 2.03083384 -1.47862129 -3.14159265]
  [ 2.18630009  0.5880026  -2.35619449]]]"
6.282549142837524	0.22499999999999998	4	4	ddql_bc	1	"[[[-0.83663533 -1.89254688  2.92292371]]

 [[ 0.9964915   2.41019599  0.99172206]]

 [[-3.06068855 -0.10168885  1.83704838]]

 [[ 2.2706892  -0.27829966 -0.24497866]]]"
0.08068585395812988	0.46	2	1	ddql_bc	1	"[[[ 0.11379201  2.92753197  2.71496516]]

 [[ 2.59542609  1.89254688 -0.11065722]]]"
